d	fi	anom	count
0.1	0.235619	0	1000	
0.13	0.958186	1000	1000	
0.14	0.125664	0	1000	
0.145	0.863938	998	1000	
0.13	0.675442	760	1000	
0.105	1.39801	1000	1000	
0.12	0.612611	526	1000	
0.12	0.84823	994	1000	
0.14	1.13097	1000	1000	
0.135	0.0314159	0	1000	
0.135	0.659734	704	1000	
0.115	1.50796	1000	1000	
0.115	1.35088	1000	1000	
0.125	1.31947	1000	1000	
0.12	0.471239	156	1000	
0.11	1.11527	1000	1000	
0.11	0.659734	676	1000	
0.11	1.02102	1000	1000	
0.14	1.16239	1000	1000	
0.13	0.172788	0	1000	
0.12	1.41372	1000	1000	
0.105	1.02102	1000	1000	
0.135	0.015708	0	1000	
0.1	1.20951	1000	1000	
0.16	0.251327	0	1000	
0.145	1.30376	1000	1000	
0.13	0.753982	920	1000	
0.115	0.486947	188	1000	
0.11	1.13097	1000	1000	
0.1	0.471239	165	1000	
0.11	0.282743	0	1000	
0.125	0.675442	759	1000	
0.11	0.392699	36	1000	
0.185	1.55509	1000	1000	
0.145	0.0314159	0	1000	
0.125	0.565487	432	1000	
0.175	1.36659	1000	1000	
0.11	1.25664	1000	1000	
0.115	0.471239	142	1000	
0.125	1.39801	1000	1000	
0.105	0.942478	1000	1000	
0.135	1.50796	1000	1000	
0.115	1.13097	1000	1000	
0.12	0.015708	0	1000	
0.1	0.439823	89	1000	
0.14	0.76969	959	1000	
0.1	0.486947	189	1000	
0.1	0.109956	0	1000	
0.13	1.47655	1000	1000	
0.115	0.738274	885	1000	
0.11	0.376991	22	1000	
0.105	0.282743	0	1000	
0.12	0.376991	23	1000	
0.14	0.84823	994	1000	
0.1	0.455531	135	1000	
0.135	0.738274	918	1000	
0.115	1.31947	1000	1000	
0.11	1.39801	1000	1000	
0.135	0.76969	955	1000	
0.115	1.30376	1000	1000	
0.14	1.14668	1000	1000	
0.12	0.486947	190	1000	
0.11	0.204204	0	1000	
0.105	0.109956	0	1000	
0.11	1.50796	1000	1000	
0.11	1.41372	1000	1000	
0.145	0.0942478	0	1000	
0.145	1.08385	1000	1000	
0.12	0.832522	994	1000	
0.13	0.219911	0	1000	
0.12	0.753982	915	1000	
0.145	1.05243	1000	1000	
0.13	0.76969	950	1000	
0.11	1.47655	1000	1000	
0.11	0.644026	690	1000	
0.105	0.534071	297	1000	
0.195	0.895354	1000	1000	
0.115	0.753982	926	1000	
0.195	0.0628319	0	1000	
0.19	0.801106	983	1000	
0.12	0	0	1000	
0.115	0.675442	766	1000	
0.13	0.659734	740	1000	
0.14	1.20951	1000	1000	
0.12	1.39801	1000	1000	
0.14	0.408407	55	1000	
0.115	1.20951	1000	1000	
0.14	0.392699	38	1000	
0.135	0.235619	0	1000	
0.105	1.11527	1000	1000	
0.105	0.204204	0	1000	
0.135	1.06814	1000	1000	
0.14	0.942478	1000	1000	
0.125	0.486947	182	1000	
0.1	0.942478	1000	1000	
0.17	0.424115	106	1000	
0.125	0.84823	993	1000	
0.105	0.172788	0	1000	
0.12	1.20951	1000	1000	
0.14	0.832522	990	1000	
0.12	1.28805	1000	1000	
0.115	1.19381	1000	1000	
0.13	0.801106	972	1000	
0.12	0.565487	427	1000	
0.145	1.31947	1000	1000	
0.12	0.816814	984	1000	
0.125	0.109956	0	1000	
0.1	0.376991	24	1000	
0.11	0.424115	76	1000	
0.1	0.0785398	0	1000	
0.105	0.581195	439	1000	
0.12	0.863938	999	1000	
0.1	1.06814	1000	1000	
0.105	0.486947	175	1000	
0.125	0.706858	840	1000	
0.11	1.42942	1000	1000	
0.14	0.376991	20	1000	
0.125	0.0471239	0	1000	
0.125	0.659734	735	1000	
0.13	1.50796	1000	1000	
0.145	0.109956	0	1000	
0.14	0.298451	0	1000	
0.115	1.22522	1000	1000	
0.135	0.863938	998	1000	
0.13	0.204204	0	1000	
0.125	0.92677	1000	1000	
0.145	0.408407	79	1000	
0.1	1.31947	1000	1000	
0.13	1.49226	1000	1000	
0.14	0.109956	0	1000	
0.125	0.125664	0	1000	
0.125	0.958186	1000	1000	
0.105	0.549779	380	1000	
0.14	0.015708	0	1000	
0.125	0.549779	358	1000	
0.145	0.92677	1000	1000	
0.11	1.09956	1000	1000	
0.105	1.31947	1000	1000	
0.145	0.219911	0	1000	
0.11	0.596903	512	1000	
0.1	1.28805	1000	1000	
0.145	1.28805	1000	1000	
0.13	0.141372	0	1000	
0.105	1.41372	1000	1000	
0.145	0.84823	994	1000	
0.145	0.392699	38	1000	
0.125	0.863938	997	1000	
0.125	1.41372	1000	1000	
0.115	0.282743	0	1000	
0.135	0.675442	774	1000	
0.105	1.30376	1000	1000	
0.145	0.502655	271	1000	
0.125	0.0942478	0	1000	
0.1	0.0942478	0	1000	
0.1	0.392699	36	1000	
0.105	1.3823	1000	1000	
0.13	1.03673	1000	1000	
0.14	0.958186	1000	1000	
0.1	1.03673	1000	1000	
0.105	0.188496	0	1000	
0.115	0.722566	865	1000	
0.145	1.24093	1000	1000	
0.135	1.49226	1000	1000	
0.145	1.03673	1000	1000	
0.12	0.392699	44	1000	
0.125	0.015708	0	1000	
0.12	0.581195	452	1000	
0.115	0.76969	950	1000	
0.125	1.30376	1000	1000	
0.105	1.03673	1000	1000	
0.145	0.015708	0	1000	
0.1	0.188496	0	1000	
0.125	0.471239	169	1000	
0.1	1.02102	1000	1000	
0.14	1.22522	1000	1000	
0.115	1.49226	1000	1000	
0.13	0.109956	0	1000	
0.14	0.314159	1	1000	
0.14	0	0	1000	
0.105	1.13097	1000	1000	
0.1	0.92677	999	1000	
0.12	0.0314159	0	1000	
0.14	0.989602	1000	1000	
0.135	1.11527	1000	1000	
0.11	0.565487	390	1000	
0.1	1.30376	1000	1000	
0.115	0.518363	289	1000	
0.12	0.76969	951	1000	
0.135	1.05243	1000	1000	
0.105	0.565487	411	1000	
0.1	0.911062	1000	1000	
0.145	0.424115	85	1000	
0.125	0.581195	452	1000	
0.14	1.19381	1000	1000	
0.13	1.00531	1000	1000	
0.145	1.22522	1000	1000	
0.1	0.84823	995	1000	
0.115	0.361283	14	1000	
0.13	1.41372	1000	1000	
0.165	0.816814	980	1000	
0.14	0.361283	18	1000	
0.115	1.11527	1000	1000	
0.175	1.33518	1000	1000	
0.13	0.581195	473	1000	
0.11	1.22522	1000	1000	
0.16	0.219911	0	1000	
0.145	0.486947	215	1000	
0.135	1.14668	1000	1000	
0.12	1.44513	1000	1000	
0.1	0.408407	54	1000	
0.125	0.879646	1000	1000	
0.145	0.251327	0	1000	
0.195	0.0471239	0	1000	
0.135	0.753982	949	1000	
0.13	0.644026	677	1000	
0.185	0.69115	858	1000	
0.135	0.314159	2	1000	
0.14	0.0314159	0	1000	
0.13	1.02102	1000	1000	
0.105	0.471239	172	1000	
0.135	0.267035	0	1000	
0.135	0.84823	996	1000	
0.115	0.392699	31	1000	
0.11	1.03673	1000	1000	
0.145	0.958186	999	1000	
0.13	0.973894	1000	1000	
0.135	1.13097	1000	1000	
0.145	0.204204	0	1000	
0.1	0.832522	988	1000	
0.11	1.20951	1000	1000	
0.135	0.0628319	0	1000	
0.115	0.659734	707	1000	
0.13	0.565487	413	1000	
0.105	1.16239	1000	1000	
0.105	0.329867	1	1000	
0.135	0.282743	0	1000	
0.145	0.471239	159	1000	
0.105	0.92677	1000	1000	
0.1	0.015708	0	1000	
0.19	1.49226	1000	1000	
0.105	0.0942478	0	1000	
0.11	0.298451	0	1000	
0.12	1.22522	1000	1000	
0.11	1.49226	1000	1000	
0.145	0.942478	1000	1000	
0.13	1.39801	1000	1000	
0.13	0.125664	0	1000	
0.1	0.204204	0	1000	
0.125	0.0785398	0	1000	
0.115	1.52367	1000	1000	
0.185	0.361283	30	1000	
0.11	1.46084	1000	1000	
0.14	0.753982	947	1000	
0.145	1.25664	1000	1000	
0.19	0.455531	173	1000	
0.195	1.3823	1000	1000	
0.18	0.0628319	0	1000	
0.175	1.25664	1000	1000	
0.195	1.1781	1000	1000	
0.16	1.55509	1000	1000	
0.175	0.816814	987	1000	
0.155	0.439823	104	1000	
0.185	0.188496	0	1000	
0.19	1.11527	1000	1000	
0.15	0.345575	10	1000	
0.185	0.172788	0	1000	
0.155	0.424115	87	1000	
0.185	1.42942	1000	1000	
0.135	1.09956	1000	1000	
0.165	0.188496	0	1000	
0.185	0.15708	0	1000	
0.195	0.785398	978	1000	
0.17	1.11527	1000	1000	
0.155	0.455531	143	1000	
0.165	1.02102	1000	1000	
0.18	1.33518	1000	1000	
0.19	1.52367	1000	1000	
0.16	0.973894	999	1000	
0.185	0.581195	550	1000	
0.195	1.19381	1000	1000	
0.175	1.20951	1000	1000	
0.155	0.015708	0	1000	
0.17	0.298451	2	1000	
0.15	0.785398	966	1000	
0.195	0.76969	972	1000	
0.155	0.0471239	0	1000	
0.165	1.05243	1000	1000	
0.17	0.314159	6	1000	
0.19	1.09956	1000	1000	
0.19	0.675442	808	1000	
0.16	0.141372	0	1000	
0.18	0.92677	999	1000	
0.18	0.0942478	0	1000	
0.185	1.44513	1000	1000	
0.165	0.235619	0	1000	
0.155	0	0	1000	
0.15	0.753982	937	1000	
0.15	0.738274	919	1000	
0.18	0.502655	292	1000	
0.115	0.69115	813	1000	
0.18	0.471239	209	1000	
0.15	0.361283	18	1000	
0.155	0.0314159	0	1000	
0.185	0.596903	594	1000	
0.175	0.376991	25	1000	
0.17	0.282743	1	1000	
0.18	0.518363	334	1000	
0.19	1.08385	1000	1000	
0.17	1.13097	1000	1000	
0.175	1.22522	1000	1000	
0.15	1.16239	1000	1000	
0.19	0.69115	848	1000	
0.175	0.408407	72	1000	
0.185	1.39801	1000	1000	
0.195	0.753982	953	1000	
0.19	1.50796	1000	1000	
0.175	0.424115	104	1000	
0.175	1.24093	1000	1000	
0.165	1.44513	1000	1000	
0.15	1.19381	1000	1000	
0.155	0.84823	996	1000	
0.19	1.53938	1000	1000	
0.19	0.659734	787	1000	
0.195	1.20951	1000	1000	
0.16	0.549779	410	1000	
0.16	0.942478	1000	1000	
0.18	1.35088	1000	1000	
0.165	0.204204	0	1000	
0.17	0.329867	8	1000	
0.185	0.612611	642	1000	
0.15	0.76969	961	1000	
0.165	0.219911	0	1000	
0.17	1.16239	1000	1000	
0.16	0.125664	0	1000	
0.16	0.958186	1000	1000	
0.195	0.361283	27	1000	
0.16	1.36659	1000	1000	
0.16	1.35088	1000	1000	
0.19	0.706858	878	1000	
0.175	0	0	1000	
0.185	0.565487	459	1000	
0.155	0.879646	999	1000	
0.195	0.801106	984	1000	
0.17	0.738274	926	1000	
0.16	0.92677	999	1000	
0.155	0.832522	994	1000	
0.17	0.722566	912	1000	
0.185	0.989602	1000	1000	
0.19	0.282743	2	1000	
0.17	0.706858	874	1000	
0.185	1.00531	1000	1000	
0.175	0.832522	993	1000	
0.165	0.644026	715	1000	
0.16	0.0942478	0	1000	
0.18	0.486947	234	1000	
0.165	1.03673	1000	1000	
0.15	0.329867	5	1000	
0.165	1.06814	1000	1000	
0.165	1.46084	1000	1000	
0.165	1.47655	1000	1000	
0.16	0.109956	0	1000	
0.155	0.863938	994	1000	
0.17	1.14668	1000	1000	
0.155	1.25664	1000	1000	
0.195	0.345575	22	1000	
0.165	0.612611	595	1000	
0.14	1.02102	1000	1000	
0.15	1.1781	1000	1000	
0.16	0.534071	349	1000	
0.18	1.31947	1000	1000	
0.175	1.00531	1000	1000	
0.18	1.30376	1000	1000	
0.185	1.41372	1000	1000	
0.16	0.518363	302	1000	
0.175	0.801106	979	1000	
0.18	0.895354	998	1000	
0.155	0.628319	634	1000	
0.18	0.911062	999	1000	
0.19	0.267035	1	1000	
0.18	1.09956	1000	1000	
0.155	1.27235	1000	1000	
0.18	0.0785398	0	1000	
0.17	1.53938	1000	1000	
0.17	1.55509	1000	1000	
0.155	1.28805	1000	1000	
0.19	0.251327	0	1000	
0.175	0.392699	59	1000	
0.16	1.3823	1000	1000	
0.17	0.911062	999	1000	
0.195	0.549779	438	1000	
0.185	1.02102	1000	1000	
0.165	0.628319	639	1000	
0.14	1.03673	1000	1000	
0.19	1.28805	1000	1000	
0.145	0.282743	0	1000	
0.115	0.565487	398	1000	
0.145	1.13097	1000	1000	
0.13	0.015708	0	1000	
0.12	0.644026	670	1000	
0.14	0.188496	0	1000	
0.12	1.49226	1000	1000	
0.12	0.659734	707	1000	
0.175	0.172788	0	1000	
0.125	0.753982	928	1000	
0.145	0.298451	1	1000	
0.135	0.0942478	0	1000	
0.105	1.20951	1000	1000	
0.11	0.471239	161	1000	
0.135	0.942478	999	1000	
0.135	0.109956	0	1000	
0.18	0.267035	0	1000	
0.15	0.534071	342	1000	
0.17	0.0785398	0	1000	
0.11	1.30376	1000	1000	
0.105	0.376991	13	1000	
0.14	0.204204	0	1000	
0.195	0.376991	53	1000	
0.1	1.11527	1000	1000	
0.115	1.39801	1000	1000	
0.1	0.282743	0	1000	
0.13	0.84823	995	1000	
0.16	0.722566	892	1000	
0.15	1.46084	1000	1000	
0.195	1.49226	1000	1000	
0.175	1.08385	1000	1000	
0.185	1.28805	1000	1000	
0.18	0.345575	19	1000	
0.15	0.612611	564	1000	
0.165	0.0471239	0	1000	
0.155	0.69115	817	1000	
0.195	0.659734	790	1000	
0.16	0.801106	985	1000	
0.165	0.0785398	0	1000	
0.17	0.973894	1000	1000	
0.16	0	0	1000	
0.16	0.832522	992	1000	
0.175	0.235619	0	1000	
0.165	0.0628319	0	1000	
0.185	0.439823	119	1000	
0.175	0.267035	1	1000	
0.175	1.09956	1000	1000	
0.17	0.188496	0	1000	
0.17	0.141372	0	1000	
0.155	1.52367	1000	1000	
0.18	0.329867	9	1000	
0.195	1.44513	1000	1000	
0.165	0.911062	1000	1000	
0.19	0.534071	369	1000	
0.185	0.455531	171	1000	
0.18	1.11527	1000	1000	
0.17	0.15708	0	1000	
0.19	0.518363	356	1000	
0.195	1.47655	1000	1000	
0.18	1.20951	1000	1000	
0.175	0.282743	0	1000	
0.18	0.376991	50	1000	
0.175	1.11527	1000	1000	
0.185	1.30376	1000	1000	
0.19	1.3823	1000	1000	
0.195	0.628319	701	1000	
0.155	1.53938	1000	1000	
0.19	0.565487	503	1000	
0.185	1.20951	1000	1000	
0.19	1.36659	1000	1000	
0.15	0.596903	527	1000	
0.17	0.172788	0	1000	
0.165	0.92677	1000	1000	
0.195	0.612611	662	1000	
0.19	1.35088	1000	1000	
0.155	1.55509	1000	1000	
0.175	0.251327	0	1000	
0.195	1.46084	1000	1000	
0.18	0.361283	26	1000	
0.17	1.00531	1000	1000	
0.18	1.16239	1000	1000	
0.165	0.0942478	0	1000	
0.18	1.1781	1000	1000	
0.18	1.19381	1000	1000	
0.165	0.895354	998	1000	
0.15	1.42942	1000	1000	
0.15	1.47655	1000	1000	
0.165	0.879646	1000	1000	
0.19	0.549779	445	1000	
0.15	0.628319	629	1000	
0.185	1.19381	1000	1000	
0.155	0.722566	918	1000	
0.15	0.644026	684	1000	
0.155	0.706858	860	1000	
0.17	1.02102	1000	1000	
0.185	0.424115	110	1000	
0.185	1.27235	1000	1000	
0.15	0.549779	401	1000	
0.19	1.39801	1000	1000	
0.185	1.25664	1000	1000	
0.17	0.989602	1000	1000	
0.175	0.188496	0	1000	
0.16	0.785398	969	1000	
0.15	1.44513	1000	1000	
0.155	0.738274	915	1000	
0.195	1.39801	1000	1000	
0.155	0.644026	682	1000	
0.175	1.06814	1000	1000	
0.16	0.816814	989	1000	
0.195	0.644026	733	1000	
0.165	0.832522	994	1000	
0.185	0.376991	41	1000	
0.175	1.02102	1000	1000	
0.185	0.471239	213	1000	
0.17	0.0942478	0	1000	
0.16	0.738274	921	1000	
0.17	0.69115	828	1000	
0.165	1.42942	1000	1000	
0.155	1.24093	1000	1000	
0.155	0.408407	67	1000	
0.205	0.895354	999	1000	
0.205	0.816814	991	1000	
0.245	0.738274	947	1000	
0.215	1.08385	1000	1000	
0.215	1.00531	1000	1000	
0.2	0.722566	923	1000	
0.235	1.3823	1000	1000	
0.235	1.46084	1000	1000	
0.21	0.15708	0	1000	
0.24	0.722566	940	1000	
0.225	1.27235	1000	1000	
0.155	1.47655	1000	1000	
0.22	1.1781	1000	1000	
0.195	1.16239	1000	1000	
0.235	0.628319	768	1000	
0.24	1.47655	1000	1000	
0.21	0.0785398	0	1000	
0.245	0.816814	988	1000	
0.22	1.09956	1000	1000	
0.22	0.267035	0	1000	
0.2	1.55509	1000	1000	
0.21	0.911062	997	1000	
0.24	1.55509	1000	1000	
0.185	0.141372	0	1000	
0.16	1.33518	1000	1000	
0.205	0.0628319	0	1000	
0.22	0.345575	26	1000	
0.225	0.361283	50	1000	
0.225	0.439823	179	1000	
0.23	0.534071	459	1000	
0.23	0.455531	222	1000	
0.235	0.549779	497	1000	
0.19	1.06814	1000	1000	
0.225	1.19381	1000	1000	
0.2	0.801106	978	1000	
0.215	0.172788	0	1000	
0.165	0.596903	572	1000	
0.185	0.973894	1000	1000	
0.215	0.251327	1	1000	
0.23	1.36659	1000	1000	
0.21	0.989602	1000	1000	
0.15	0.314159	2	1000	
0.24	0.644026	805	1000	
0.23	1.28805	1000	1000	
0.195	0.329867	10	1000	
0.18	0.879646	994	1000	
0.165	0	0	1000	
0.16	0.502655	269	1000	
0.17	1.52367	1000	1000	
0.15	1.14668	1000	1000	
0.185	1.52367	1000	1000	
0.15	0.0314159	0	1000	
0.195	0.879646	998	1000	
0.165	1.14668	1000	1000	
0.175	0.502655	282	1000	
0.18	0.0471239	0	1000	
0.19	0.235619	0	1000	
0.175	0.785398	978	1000	
0.155	1.49226	1000	1000	
0.18	0.424115	115	1000	
0.195	0.565487	504	1000	
0.155	0.659734	738	1000	
0.185	1.35088	1000	1000	
0.17	0.125664	0	1000	
0.16	0.753982	933	1000	
0.17	1.06814	1000	1000	
0.18	0.314159	5	1000	
0.19	1.44513	1000	1000	
0.16	0.879646	997	1000	
0.165	0.0314159	0	1000	
0.155	1.50796	1000	1000	
0.16	0.76969	961	1000	
0.18	1.25664	1000	1000	
0.165	0.141372	0	1000	
0.16	0.0471239	0	1000	
0.19	0.502655	279	1000	
0.18	0.298451	0	1000	
0.17	0.958186	1000	1000	
0.165	0.863938	997	1000	
0.155	0.675442	792	1000	
0.185	0.408407	64	1000	
0.175	1.05243	1000	1000	
0.18	1.13097	1000	1000	
0.195	0.706858	873	1000	
0.17	0.235619	0	1000	
0.165	0.84823	994	1000	
0.15	0.565487	430	1000	
0.19	0.486947	250	1000	
0.18	1.14668	1000	1000	
0.195	0.596903	623	1000	
0.19	1.31947	1000	1000	
0.15	0.69115	824	1000	
0.19	0.612611	665	1000	
0.195	1.53938	1000	1000	
0.17	0.109956	0	1000	
0.185	1.24093	1000	1000	
0.19	1.33518	1000	1000	
0.175	1.03673	1000	1000	
0.175	1.16239	1000	1000	
0.195	1.42942	1000	1000	
0.195	0.581195	552	1000	
0.175	0.204204	0	1000	
0.185	1.22522	1000	1000	
0.165	0.973894	1000	1000	
0.185	0.518363	317	1000	
0.155	0.785398	974	1000	
0.18	1.27235	1000	1000	
0.185	0.534071	385	1000	
0.17	0.942478	1000	1000	
0.165	0.015708	0	1000	
0.195	1.41372	1000	1000	
0.185	0.392699	58	1000	
0.15	1.39801	1000	1000	
0.175	0.329867	11	1000	
0.175	0.219911	0	1000	
0.15	1.41372	1000	1000	
0.15	1.52367	1000	1000	
0.175	0.345575	15	1000	
0.185	1.36659	1000	1000	
0.165	0.15708	0	1000	
0.16	0.895354	999	1000	
0.175	1.1781	1000	1000	
0.17	0.251327	0	1000	
0.16	0.0628319	0	1000	
0.19	1.30376	1000	1000	
0.195	0.722566	916	1000	
0.15	1.53938	1000	1000	
0.15	0.706858	858	1000	
0.18	0.439823	149	1000	
0.195	1.55509	1000	1000	
0.21	0.706858	898	1000	
0.19	0.628319	691	1000	
0.225	0.989602	1000	1000	
0.225	0.15708	0	1000	
0.245	0.534071	464	1000	
0.245	0.235619	1	1000	
0.24	0.973894	1000	1000	
0.225	1.52367	1000	1000	
0.21	1.44513	1000	1000	
0.165	0.989602	1000	1000	
0.2	1.25664	1000	1000	
0.2	0.518363	346	1000	
0.23	0.251327	2	1000	
0.22	0.0628319	0	1000	
0.24	1.1781	1000	1000	
0.22	0.895354	999	1000	
0.205	1.35088	1000	1000	
0.22	0.596903	622	1000	
0.205	0.518363	382	1000	
0.23	1.08385	1000	1000	
0.205	0.612611	657	1000	
0.215	1.33518	1000	1000	
0.205	0.314159	7	1000	
0.23	0.989602	999	1000	
0.245	1.36659	1000	1000	
0.235	1.08385	1000	1000	
0.235	0.345575	38	1000	
0.225	0.895354	998	1000	
0.19	1.46084	1000	1000	
0.245	1.06814	1000	1000	
0.24	1.27235	1000	1000	
0.215	0.801106	980	1000	
0.245	1.27235	1000	1000	
0.21	0.172788	0	1000	
0.21	1.53938	1000	1000	
0.24	0.345575	50	1000	
0.2	1.05243	1000	1000	
0.225	0.0628319	0	1000	
0.21	0.408407	100	1000	
0.21	0.612611	652	1000	
0.235	0.251327	2	1000	
0.235	1.1781	1000	1000	
0.23	0.15708	0	1000	
0.22	1.42942	1000	1000	
0.15	0.581195	520	1000	
0.215	1.53938	1000	1000	
0.24	0.439823	166	1000	
0.235	0.0471239	0	1000	
0.2	1.35088	1000	1000	
0.245	0.439823	202	1000	
0.22	0.361283	34	1000	
0.205	1.14668	1000	1000	
0.23	0.785398	982	1000	
0.22	1.19381	1000	1000	
0.215	0.502655	310	1000	
0.24	0.141372	0	1000	
0.215	0.706858	904	1000	
0.2	0.424115	113	1000	
0.235	0.879646	997	1000	
0.225	0.69115	882	1000	
0.225	0.455531	204	1000	
0.2	0.816814	990	1000	
0.205	1.44513	1000	1000	
0.235	1.47655	1000	1000	
0.23	0.549779	513	1000	
0.225	1.28805	1000	1000	
0.215	1.09956	1000	1000	
0.245	0	0	1000	
0.235	0.644026	785	1000	
0.22	0.801106	980	1000	
0.21	1.00531	1000	1000	
0.205	0.911062	998	1000	
0.2	0.219911	0	1000	
0.215	0.267035	1	1000	
0.205	0.0785398	0	1000	
0.23	1.3823	1000	1000	
0.21	1.24093	1000	1000	
0.245	0.832522	992	1000	
0.24	0.738274	948	1000	
0.17	1.08385	1000	1000	
0.155	0.15708	0	1000	
0.155	0.801106	975	1000	
0.18	0.612611	629	1000	
0.19	0.816814	989	1000	
0.15	0.0471239	0	1000	
0.165	1.16239	1000	1000	
0.16	1.06814	1000	1000	
0.16	0.235619	0	1000	
0.17	0.408407	87	1000	
0.15	0.879646	998	1000	
0.195	0.911062	998	1000	
0.195	0.0785398	0	1000	
0.165	1.1781	1000	1000	
0.17	1.25664	1000	1000	
0.17	1.27235	1000	1000	
0.155	0.361283	23	1000	
0.175	1.35088	1000	1000	
0.155	0.141372	0	1000	
0.17	1.24093	1000	1000	
0.195	1.11527	1000	1000	
0.19	0.785398	968	1000	
0.155	0.125664	0	1000	
0.155	0.989602	1000	1000	
0.18	0.832522	990	1000	
0.155	1.19381	1000	1000	
0.185	0.722566	908	1000	
0.18	0.628319	704	1000	
0.18	1.46084	1000	1000	
0.165	0.549779	432	1000	
0.15	0.267035	0	1000	
0.185	0.92677	996	1000	
0.18	1.42942	1000	1000	
0.175	0.518363	326	1000	
0.18	0	0	1000	
0.185	0.125664	0	1000	
0.175	0.738274	929	1000	
0.17	1.47655	1000	1000	
0.165	1.36659	1000	1000	
0.155	0.392699	48	1000	
0.16	1.28805	1000	1000	
0.15	1.09956	1000	1000	
0.16	1.31947	1000	1000	
0.16	0.486947	232	1000	
0.16	0.455531	147	1000	
0.19	0.172788	0	1000	
0.165	1.3823	1000	1000	
0.17	0.675442	814	1000	
0.15	1.13097	1000	1000	
0.19	1.05243	1000	1000	
0.155	0.345575	10	1000	
0.185	0.958186	1000	1000	
0.15	1.3823	1000	1000	
0.185	0.706858	883	1000	
0.17	0.502655	261	1000	
0.165	0.785398	977	1000	
0.175	1.55509	1000	1000	
0.17	1.46084	1000	1000	
0.18	0.816814	988	1000	
0.16	0.439823	119	1000	
0.155	0.251327	0	1000	
0.155	1.1781	1000	1000	
0.185	0.801106	983	1000	
0.185	0	0	1000	
0.15	0.172788	0	1000	
0.195	0.973894	1000	1000	
0.16	0.345575	20	1000	
0.23	0.392699	105	1000	
0.155	1.42942	1000	1000	
0.235	1.31947	1000	1000	
0.15	0.15708	0	1000	
0.175	0.973894	1000	1000	
0.155	0.235619	0	1000	
0.18	1.55509	1000	1000	
0.225	1.13097	1000	1000	
0.175	1.42942	1000	1000	
0.18	1.53938	1000	1000	
0.245	1.50796	1000	1000	
0.225	0.298451	6	1000	
0.2	1.49226	1000	1000	
0.155	0.267035	0	1000	
0.165	1.24093	1000	1000	
0.23	1.22522	1000	1000	
0.21	0.84823	993	1000	
0.215	0.942478	999	1000	
0.215	0.109956	0	1000	
0.16	1.19381	1000	1000	
0.2	0.659734	798	1000	
0.22	1.03673	1000	1000	
0.205	0.753982	956	1000	
0.245	0.675442	865	1000	
0.185	0.832522	992	1000	
0.19	0.895354	999	1000	
0.175	0.596903	577	1000	
0.17	0.534071	357	1000	
0.165	1.27235	1000	1000	
0.235	0.486947	274	1000	
0.22	0.204204	0	1000	
0.195	0.188496	0	1000	
0.24	0.581195	590	1000	
0.15	1.00531	1000	1000	
0.21	0.015708	0	1000	
0.24	1.41372	1000	1000	
0.19	0.0471239	0	1000	
0.18	0.706858	900	1000	
0.18	0.282743	3	1000	
0.185	0.329867	8	1000	
0.15	0.141372	0	1000	
0.18	0.738274	926	1000	
0.19	0.0785398	0	1000	
0.19	0.911062	999	1000	
0.17	1.33518	1000	1000	
0.15	0.125664	0	1000	
0.16	1.16239	1000	1000	
0.175	0.628319	677	1000	
0.175	1.46084	1000	1000	
0.17	1.35088	1000	1000	
0.155	1.09956	1000	1000	
0.18	0.235619	0	1000	
0.175	0.141372	0	1000	
0.15	0.973894	1000	1000	
0.17	1.3823	1000	1000	
0.18	1.52367	1000	1000	
0.165	0.439823	125	1000	
0.16	0.69115	834	1000	
0.19	0.424115	99	1000	
0.175	1.44513	1000	1000	
0.195	0.172788	0	1000	
0.185	0.785398	972	1000	
0.17	0.879646	1000	1000	
0.155	1.06814	1000	1000	
0.15	0.989602	1000	1000	
0.16	1.14668	1000	1000	
0.19	0.92677	1000	1000	
0.185	0.816814	989	1000	
0.165	0.424115	97	1000	
0.195	0.518363	337	1000	
0.17	0.549779	430	1000	
0.19	0.0628319	0	1000	
0.235	1.33518	1000	1000	
0.155	1.05243	1000	1000	
0.19	1.25664	1000	1000	
0.225	1.14668	1000	1000	
0.15	0.502655	285	1000	
0.195	0.15708	0	1000	
0.22	1.05243	1000	1000	
0.17	1.36659	1000	1000	
0.21	1.05243	1000	1000	
0.225	0.314159	13	1000	
0.215	0.125664	0	1000	
0.215	0.958186	1000	1000	
0.2	0.675442	815	1000	
0.22	0.439823	145	1000	
0.16	0.329867	9	1000	
0.235	0.502655	379	1000	
0.23	1.24093	1000	1000	
0.2	1.50796	1000	1000	
0.24	1.42942	1000	1000	
0.23	0.408407	126	1000	
0.205	0.958186	999	1000	
0.2	0.863938	994	1000	
0.165	1.25664	1000	1000	
0.215	0.314159	12	1000	
0.205	0.76969	968	1000	
0.23	0.596903	642	1000	
0.22	0.219911	0	1000	
0.165	0.455531	148	1000	
0.21	0.0314159	0	1000	
0.195	1.00531	1000	1000	
0.19	0.0942478	0	1000	
0.245	0.69115	899	1000	
0.24	0.596903	656	1000	
0.2	0.0628319	0	1000	
0.155	1.08385	1000	1000	
0.2	0.895354	999	1000	
0.195	0.989602	1000	1000	
0.155	0.596903	563	1000	
0.245	1.52367	1000	1000	
0.18	0.69115	856	1000	
0.175	0.644026	723	1000	
0.155	0.219911	0	1000	
0.225	0.534071	424	1000	
0.18	1.06814	1000	1000	
0.18	0.722566	916	1000	
